"pressurethreathash","specieshash","pressurecode","rankingcode","quality","location","sources"
"71fea70172d78279a2f11cb61c51030f","96eb048338184699a3006d56836707bc","J03.01","M",2,"1","Centrale ornithologique Luxembourg"
"b2f991ca0e45ae9bc655229e4aa1f05f","96eb048338184699a3006d56836707bc","K01.03","M",2,"1","Centrale ornithologique Luxembourg"
"a0015f351eed1f07f34f4a9b7e6a9fe8","7d1a904d6ed1bedae1e642823de4b906","J02","M",2,"4","Centrale ornithologique Luxembourg"
"4366a58f8d0c18d9eeba5c898517e57c","7d1a904d6ed1bedae1e642823de4b906","J02.04.02","M",1,"4","Centrale ornithologique Luxembourg"
"b3d86b3dfb5b5566e02d76b4fb123eb0","7d1a904d6ed1bedae1e642823de4b906","J03.01","H",3,"4","Centrale ornithologique Luxembourg"
"2edc65764e0d0c722322041440006997","7d1a904d6ed1bedae1e642823de4b906","K01.03","H",3,"4","Centrale ornithologique Luxembourg"
"b76c846fe1b432513b9777e4ba3534a1","0bc420dcc32fdba20d13820939917865","A02.03","H",2,"4","Centrale ornithologique Luxembourg"
"e87ef809d712902b7c21ee86eadafb7d","0bc420dcc32fdba20d13820939917865","A06.03","L",2,"4","Centrale ornithologique Luxembourg"
"23304ac4fbb41f5bdc785533a34f639d","0bc420dcc32fdba20d13820939917865","F03.01","M",2,"3","Centrale ornithologique Luxembourg"
"a7b283fb395806e23f0bd25ecd851bfa","0bc420dcc32fdba20d13820939917865","K01.03","M",1,"4","Centrale ornithologique Luxembourg"
"979e11e724023a535cb2f1d08164a884","0bc420dcc32fdba20d13820939917865","J02.05","H",2,"4","Centrale ornithologique Luxembourg"
"a51f90a454f456f056087f8074b2492f","0bc420dcc32fdba20d13820939917865","A02.01","M",2,"4","Centrale ornithologique Luxembourg"
"5ce2056c1eb5a7f9689cf3a20072b0f9","e99e6e15b0dd3805556ae23796874f50","C01.01","L",3,"4","Centrale ornithologique Luxembourg"
"aaf1ce8234c1c57eebe224d8acf3b04d","e99e6e15b0dd3805556ae23796874f50","D01.01","L",3,"4","Centrale ornithologique Luxembourg"
"b13aae4ac85c4ac5cb10a86f46a85d29","e99e6e15b0dd3805556ae23796874f50","G01.01","H",3,"4","Centrale ornithologique Luxembourg"
"d74587262c60c82f2c4086724cf0d5b9","e99e6e15b0dd3805556ae23796874f50","H01","M",2,"4","Centrale ornithologique Luxembourg"
"ac068ef902f2803d0226e16ed78d8283","e99e6e15b0dd3805556ae23796874f50","J02","M",2,"4","Centrale ornithologique Luxembourg"
"305896a3e7dbcfd4081852c170eb26f0","e99e6e15b0dd3805556ae23796874f50","J02.03","L",1,"4","Centrale ornithologique Luxembourg"
"e0ca5206254536419282e147061d5ffe","e99e6e15b0dd3805556ae23796874f50","J02.10","H",3,"4","Centrale ornithologique Luxembourg"
"ddaa605887f2fdea3d35cc086674edbf","e99e6e15b0dd3805556ae23796874f50","J03.01","H",3,"4","Centrale ornithologique Luxembourg"
"ad6a7033ebaf42382033c427ba06da02","9b2d6429d254a010f820a2b2055359a4","C03.03","M",2,"4","Centrale ornithologique Luxembourg"
"801b7be4574b4e279fcc2ea3df8bb60f","9b2d6429d254a010f820a2b2055359a4","D01","M",2,"4","Centrale ornithologique Luxembourg"
"a006539211230649b67b04732bb4d65c","9b2d6429d254a010f820a2b2055359a4","D02","L",2,"4","Centrale ornithologique Luxembourg"
"6babbd55e498e61cf148caf7f6512e37","9b2d6429d254a010f820a2b2055359a4","E01","L",2,"4","Centrale ornithologique Luxembourg"
"2dd45d92dfe9239d3fc5b7811945e1d2","9b2d6429d254a010f820a2b2055359a4","F03.02.02","L",1,"4","Centrale ornithologique Luxembourg"
"18f00fc04f45c538c76a807cd74f1550","9b2d6429d254a010f820a2b2055359a4","F05.05","M",2,"4","Centrale ornithologique Luxembourg"
"01434b1df05501668e8482acc5d9a8e9","9b2d6429d254a010f820a2b2055359a4","G01","M",3,"4","Centrale ornithologique Luxembourg"
"85fcc93e6a4f90de5499b94429dccc25","9b2d6429d254a010f820a2b2055359a4","G01.04","L",3,"4","Centrale ornithologique Luxembourg"
"419bcc6976904ff8175383b9fdecb1ed","cc1e936ea390e68b1a77176a22e2154d","A02","M",3,"3","Centrale ornithologique Luxembourg"
"68243a690b4c855561b5c00eee8ebc0c","cc1e936ea390e68b1a77176a22e2154d","A02.01","H",3,"3","Centrale ornithologique Luxembourg"
"746f79ff1ff9ac1e87eb9b64b8fe8703","cc1e936ea390e68b1a77176a22e2154d","A02.03","H",3,"4","Centrale ornithologique Luxembourg"
"36f6369dba99247d264afa2ec9ff1cb4","cc1e936ea390e68b1a77176a22e2154d","A03","H",3,"4","Centrale ornithologique Luxembourg"
"370115e55af0fb3b56d4a2c9abf7f944","cc1e936ea390e68b1a77176a22e2154d","A04.01","M",3,"4","Centrale ornithologique Luxembourg"
"fccfee8abcc591998995782a37f5c285","cc1e936ea390e68b1a77176a22e2154d","A06.03","M",3,"4","Centrale ornithologique Luxembourg"
"ba85e514a543353cfa9d8798ada65757","cc1e936ea390e68b1a77176a22e2154d","A10","H",3,"4","Centrale ornithologique Luxembourg"
"b11a9d480a7c7f79ab9f37dbe196e61a","cc1e936ea390e68b1a77176a22e2154d","A10.01","M",3,"4","Centrale ornithologique Luxembourg"
"8c1bd96cdf00c9133f4215014cd57b31","cc1e936ea390e68b1a77176a22e2154d","J03.01","H",3,"4","Centrale ornithologique Luxembourg"
"443b8c74afe26c0b32b3a1876773fe07","cc1e936ea390e68b1a77176a22e2154d","J03.01.01","M",3,"4","Centrale ornithologique Luxembourg"
"67711c62a836329c19dd5f157d160a1f","cc1e936ea390e68b1a77176a22e2154d","K01.03","M",3,"4","Centrale ornithologique Luxembourg"
"6639745a17ecea0e2a57b6293666517b","cc1e936ea390e68b1a77176a22e2154d","M01","M",3,"4","Centrale ornithologique Luxembourg"
"81a4f98acbe7f3ae05e840722ac1372f","fc7e3cea82dab7c7cd0fa5037eb0d3cd","A02.01","H",3,"4","Centrale ornithologique Luxembourg"
"24d01bf7f8d12904a14232597db6e0dd","fc7e3cea82dab7c7cd0fa5037eb0d3cd","A04.02.05","M",2,"4","Centrale ornithologique Luxembourg"
"965955c9e0b28e2bfbb18c5bf90aed13","fc7e3cea82dab7c7cd0fa5037eb0d3cd","A10","H",3,"4","Centrale ornithologique Luxembourg"
"ee928cb7f96e1567e737e561a24a881b","fc7e3cea82dab7c7cd0fa5037eb0d3cd","A10.01","H",3,"4","Centrale ornithologique Luxembourg"
"e734f58d8630888caa65f6b6cbcf094e","fc7e3cea82dab7c7cd0fa5037eb0d3cd","E01","H",3,"4","Centrale ornithologique Luxembourg"
"f7531b6cffcbaf8ab2c132d20cd599a1","fc7e3cea82dab7c7cd0fa5037eb0d3cd","E02","M",2,"4","Centrale ornithologique Luxembourg"
"1f49603c9e8eba3ede68743ef7bef914","fc7e3cea82dab7c7cd0fa5037eb0d3cd","G01","L",2,"4","Centrale ornithologique Luxembourg"
"165ed9d45c4d116c8c637d90e34bbbe3","bfbf1a8873baeadda5cdf8444a408ebf","A02.01","H",3,"4","Centrale ornithologique Luxembourg"
"e093b94cb1d832eaa609174ddee61bfd","b66a60b0fc836ed6ffce33046e102376","G01","L",3,"4","Krijgsveld et al. (2008), van Kleunen et al.(2007), van Kleunen et al. in prep., Natura 2000 profielen document (2008)"
"d190fb5ecb1e2b905402943f8788a4d4","b66a60b0fc836ed6ffce33046e102376","G05","L",3,"4","Krijgsveld et al. (2008), van Kleunen et al.(2007), van Kleunen et al. in prep., Natura 2000 profielen document (2008)"
"1c687bc7abe7c2ac8fbc4dd5f36526f1","b66a60b0fc836ed6ffce33046e102376","J02","M",3,"4","van Kleunen et al. (2008)"
"ab3ef644eb84e174084afc0ba254db63","b66a60b0fc836ed6ffce33046e102376","K02.01","M",3,"4","van Kleunen et al. (2007), van Kleunen et al. (2010)"
"157108ad5e0c9e32dbfb682d49811b51","b66a60b0fc836ed6ffce33046e102376","K03.04","M",3,"4","van Kleunen et al. (2010), van Kleunen et al. (2008), van Kleunen et al. in prep."
"b45e9888ec4e14d72b85ae32b9b5f81b","b66a60b0fc836ed6ffce33046e102376","L07","L",3,"4","van Kleunen et al. (2007), van Kleunen et al. (2010)"
"991a56f4d1e357093d9e25a79cf6fe99","b66a60b0fc836ed6ffce33046e102376","M01","M",2,"4","van de Pol et al. (2010)"
"16d2947a4a7569c82ed39e4bb5dbae49","74dc746a1a1b95b460e6dd016124a9cc","C03.03","L",2,"4","van Kleunen et al. (2008), van Kleunen et al. in prep., Natura 2000 profielen document (2008)"
"fd97ce0af61d4a643c126f2cb3b5f0ca","74dc746a1a1b95b460e6dd016124a9cc","E02","M",3,"4","Bos et al. (2012)"
"97736c07440f94bb4657cc97cfcb83aa","74dc746a1a1b95b460e6dd016124a9cc","G01","L",3,"4","Krijgsveld et al. (2008), van Kleunen et al. (2007), Natura 2000 profielen document (2008), van Kleunen et al. in prep."
"b2d9441371039e6b54341b08bb32371f","74dc746a1a1b95b460e6dd016124a9cc","G04","L",3,"4","Vogelbescherming (2013), van der Grift et al. (2008)"
"5b80da54062d533d782e8d3cefc88242","74dc746a1a1b95b460e6dd016124a9cc","G05","L",3,"4","Krijgsveld et al. (2008), van Kleunen et al. (2007), Natura 2000 profielen document (2008), van Kleunen et al. in prep."
"8a9e63f14389bb0fc7a80b3ba0af729c","74dc746a1a1b95b460e6dd016124a9cc","J02","M",2,"4","van Kleunen et al. (2008), Natura 2000 profielen document (2008), van Kleunen et al. in prep."
"9a8b4226c1b077c4ffd29456958a87f6","74dc746a1a1b95b460e6dd016124a9cc","M01","M",2,"4","van Kleunen et al. (2007)"
"bc5ab6ed8e833eb585bff229eb8e2e26","42edbd49489ef0d1287b5b0c588801be","A02.03","L",1,"4","Expert judgement SOVON"
"d90289f5219b2960bba4559684646b3a","42edbd49489ef0d1287b5b0c588801be","C03.03","L",2,"4","van Kleunen et al. (2007), ecologische profielen"
"22f84d4ab7d62df98182117e4bd147c7","42edbd49489ef0d1287b5b0c588801be","D01","L",2,"4","Natura 2000 profielen document (2008)"
"2f0202be6ccf72fb2b7f1c28bf33a02c","42edbd49489ef0d1287b5b0c588801be","D02.01","L",2,"4","van Kleunen et al. (2007), ecologische profielen"
"30754f90fa82ca27a1067c3ac837d4e7","42edbd49489ef0d1287b5b0c588801be","E01","L",2,"4","Natura 2000 profielen document (2008)"
"1d27d323f4eaae68189ad3285cafee0b","42edbd49489ef0d1287b5b0c588801be","F03.01","L",3,"4","van Kleunen et al. (2007), Natura 2000 profielen document (2008)"
"66d53281ab9e851d733e3552e077feae","42edbd49489ef0d1287b5b0c588801be","G01","L",3,"4","van Kleunen et al. (2007), Natura 2000 profielen document (2008), Krijgsveld et al. (2008), van Kleunen et al. in prep."
"375a810c119ec5d40c4f6419757de3c6","42edbd49489ef0d1287b5b0c588801be","G04","L",3,"4","Vogelbescherming (2013), van der Grift et al. (2008)"
"82cac4da69e2bd844966782cc7f713d4","42edbd49489ef0d1287b5b0c588801be","G05","L",3,"4","van Kleunen et al. (2007), Natura 2000 profielen document (2008), Krijgsveld et al. (2008), van Kleunen et al. in prep."
"6df41d778bf9df0aa479e6a00a177068","42edbd49489ef0d1287b5b0c588801be","K02","L",3,"4","Natura 2000 profielen document (2008)"
"be91056cf5d4dc22fbcb31e118c8e980","f9a2d659ec09ab66ea8ea9bfa7b57905","A02.01","H",3,"4","van Kleunen et al. (2007), van Kleunen et al. in prep., Natura 2000 profielen document (2008)"
"ebe1b90020314ede1ab5126dd9a283ca","f9a2d659ec09ab66ea8ea9bfa7b57905","D01","L",2,"4","Natura 2000 profielen document (2008)"
"7be558731877472fa11f433fe3df4ca8","f9a2d659ec09ab66ea8ea9bfa7b57905","G01","L",3,"4","van Kleunen et al. (2007), van Kleunen et al. in prep., Natura 2000 profielen document (2008), Krijgsveld et al. (2008)"
"c868b2aca9a1cc2d40a21b11d5d53c16","f9a2d659ec09ab66ea8ea9bfa7b57905","H04.02","H",3,"4","van Kleunen et al. (2007), Natura 2000 profielen document (2008), van Kleunen et al. in prep., Bobbink et al. (2012)"
"cda0cacdc0dced2d2dac853dc1f673fd","f9a2d659ec09ab66ea8ea9bfa7b57905","J03.02","H",3,"4","van Kleunen et al. (2007), Natura 2000 profielen document (2008)"
"d9c43bea35f4b7173e3f8abf229b66c8","f9a2d659ec09ab66ea8ea9bfa7b57905","K03.04","L",3,"4","Natura 2000 profielen document (2008)"
"ea6543585172233f6c817e01d833807b","b6030486cb4e025c8dfe4bd779cb6d77","G01","L",3,"4","Krijgsveld et al. (2008), van Kleunen et al.(2007), van Kleunen et al. in prep., Natura 2000 profielen document (2008)"
"b77d4604f18c8d495d8296b0c687ec63","b6030486cb4e025c8dfe4bd779cb6d77","G04","M",3,"4","Vogelbescherming (2013), van der Grift et al. (2008)"
"a46d09db3a890dd08c5111d55f25490e","b6030486cb4e025c8dfe4bd779cb6d77","G05","L",3,"4","Krijgsveld et al. (2008), van Kleunen et al.(2007), van Kleunen et al. in prep., Natura 2000 profielen document (2008)"
"114e2647bbcc70e438546e93ba23fbb7","b2eb52613d24bdf4d57ef17b2efc6076","A08","L",3,"4","van Kleunen et al. (2007), Natura 2000 profielen document (2008)"
"a06ffb6d8fa6f5df89b430bbf566a404","b2eb52613d24bdf4d57ef17b2efc6076","C03.03","L",2,"4","Natura 2000 profielen document (2008)"
"ceb8ad0960294c23b856cd684bc009b8","b2eb52613d24bdf4d57ef17b2efc6076","G01","L",3,"4","Krijgsveld et al. (2008), Natura 2000 profielen document (2008), van Kleunen et al. in prep."
"12070871ed9b5b3f31e497dd7f608ac5","b2eb52613d24bdf4d57ef17b2efc6076","J02.11","L",3,"4","Vogelbescherming (2013)"
"995ba644dadb44ca4c845aba4c1e3787","c9b1b83266a4a30dfd76b8b9e7b38440","C02","M",3,"4","Vogelbescherming Nederland (2012)"
"268ef064ef8d01669cd3643a70a51e1a","c9b1b83266a4a30dfd76b8b9e7b38440","C03.03","L",2,"4","van Kleunen et al. (2007), Natura 2000 profielen document (2008)"
"d8deafe29da0050a58f68b6cdd365fac","c9b1b83266a4a30dfd76b8b9e7b38440","E02","M",3,"4","Bos et al. (2012)"
"22dbe867bb77fa57b786b526fafd2f94","c9b1b83266a4a30dfd76b8b9e7b38440","G01","L",3,"4","Krijgsveld et al. (2008), van Kleunen et al. (2007), Natura 2000 profielen document (2008)"
"601924cdedfbc983b777b77623a38c34","c9b1b83266a4a30dfd76b8b9e7b38440","G04","L",3,"4","Vogelbescherming (2013), van der Grift et al. (2008)"
"1eed45c2dcf05e83476df26b5bac4e2c","c9b1b83266a4a30dfd76b8b9e7b38440","J02","L",2,"4","van Kleunen et al. (2007)"
"f9ff1e6ee88f65cd415488c752861493","c9b1b83266a4a30dfd76b8b9e7b38440","M01","M",2,"4","van Kleunen et al. (2007)"
"363b8ccdf2831535d59e8a5c9650b4a5","9c7ee8786db948ca0a9b22361cf61950","J02","H",3,"4","Wylegała P., Rosin Z. 2013. Kulik wielki Numenius arquata. W: Zawadzka D., Ciach M., Figarski T., Kajtoch Ł., Rejt Ł. Materiały do wyznaczania i określania stanu zachowania siedlisk ptasich w obszarach specjalnej ochrony ptaków Natura 2000. GDOŚ, Warszawa, ss. 147-151."
"919a543f469200a2a0fcab16e6fcce00","9c7ee8786db948ca0a9b22361cf61950","K03","H",3,"4","Chylarecki P., Matyjasiak P., Kominek E., Gmitrzuk K., Ogrodowczyk P. 2007. Niska przeżywalność lęgów ptaków siewkowych i jej konsekwencje. W:Sprawozdanie merytoryczne z realizacji zadania badawczego A.2.1. w ramach projektu badawczego PBZ-KBN-087/P04/2003, Różnorodność biologiczna ekosystemów: geneza i funkcja. Niepublikowany maszynopis, Komitet Badań Naukowych/Centrum Badań Ekologicznych PAN; Ławicki Ł., Wylegała P. 2011. Spadek liczebności kulika wielkiego Numenius arquata w zachodniej Polsce w latach 1980-2010. Ornis Polonica 52: 40-52."
"102941d341344b189125f1ab9cf978dc","1df383e2fbbce57793f7ef48cfafab23","A03","H",3,"4","Chylarecki P. 2004. Tringa totanus Krwawodziób. Ss. 121-126 w: Gromadzki M. (red.) Ptaki (część II). Poradniki ochrony siedlisk i gatunków Natura 2000 – podręcznik metodyczny. Ministerstwo Środowiska, Warszawa."
"d132938a4ef74fc4007ed0a8f0182e6f","1df383e2fbbce57793f7ef48cfafab23","A04","H",3,"4","Chylarecki P. 2004. Tringa totanus Krwawodziób. Ss. 121-126 w: Gromadzki M. (red.) Ptaki (część II). Poradniki ochrony siedlisk i gatunków Natura 2000 – podręcznik metodyczny. Ministerstwo Środowiska, Warszawa."
"7f070977f0dcbcc98c16df9d53805f96","1df383e2fbbce57793f7ef48cfafab23","J02","H",3,"4","Chylarecki P. 2004. Tringa totanus Krwawodziób. Ss. 121-126 w: Gromadzki M. (red.) Ptaki (część II). Poradniki ochrony siedlisk i gatunków Natura 2000 – podręcznik metodyczny. Ministerstwo Środowiska, Warszawa."
"ec556de561420c8b21447773a46bf9ca","1df383e2fbbce57793f7ef48cfafab23","K03","H",3,"4","Chylarecki P., Matyjasiak P., Kominek E., Gmitrzuk K., Ogrodowczyk P. 2007. Niska przeżywalność lęgów ptaków siewkowych i jej konsekwencje. W:Sprawozdanie merytoryczne z realizacji zadania badawczego A.2.1. w ramach projektu badawczego PBZ-KBN-087/P04/2003, Różnorodność biologiczna ekosystemów: geneza i funkcja. Niepublikowany maszynopis, Komitet Badań Naukowych/Centrum Badań Ekologicznych PAN"
"1992df30c9dbba7b9e6b06faabdd0c78","a400946fdc8c1ceff88d2c4bdf7b4edc","J02","M",1,"4","Stawarczyk T. 2004. Tringa ochropus Samotnik. Ss. 131-133 w: Gromadzki M. (red.) Ptaki (część II). Poradniki ochrony siedlisk i gatunków Natura 2000 – podręcznik metodyczny. Ministerstwo Środowiska, Warszawa"
"96247f6a8aa0af1977a2132ddd5b1a97","e96bbc21434c9d08bc13034aa108a095","J02","H",1,"4","Sikora A. 2004. Tringa glareola Łęczak. Ss. 134-137 w: Gromadzki M. (red.) Ptaki (część II). Poradniki ochrony siedlisk i gatunków Natura 2000 – podręcznik metodyczny. Ministerstwo Środowiska, Warszawa"
"9f4d1d950c1deeb5d0b52eaba2988034","e96bbc21434c9d08bc13034aa108a095","K02","M",1,"4","Sikora A. 2004. Tringa glareola Łęczak. Ss. 134-137 w: Gromadzki M. (red.) Ptaki (część II). Poradniki ochrony siedlisk i gatunków Natura 2000 – podręcznik metodyczny. Ministerstwo Środowiska, Warszawa"
"389477370ab59907c3770b76ebae3158","89fdba4cc68d99be9898e180e261afc8","J02","H",2,"4","Chmielewski S. 2004. Actitis hypoleucos Brodziec piskliwy. Ss. 138-142 w: Gromadzki M. (red.) Ptaki (część II). Poradniki ochrony siedlisk i gatunków Natura 2000 – podręcznik metodyczny. Ministerstwo Środowiska, Warszawa"
"c50ae04a892f35f228d306c50a76099c","89fdba4cc68d99be9898e180e261afc8","G01","M",1,"4","Chmielewski S. 2004. Actitis hypoleucos Brodziec piskliwy. Ss. 138-142 w: Gromadzki M. (red.) Ptaki (część II). Poradniki ochrony siedlisk i gatunków Natura 2000 – podręcznik metodyczny. Ministerstwo Środowiska, Warszawa"
"675415c516de022603d5fc7a3c5d2156","732347dfb45bfa5840127a383fd442c6","J02","M",3,"4","Zielińska M. 2004. Larus melanocephalus Mewa czarnogłowa. Ss. 151-155 w: Gromadzki M. (red.) Ptaki (część II). Poradniki ochrony siedlisk i gatunków Natura 2000 – podręcznik metodyczny. Ministerstwo Środowiska, Warszawa"
"4ce2a06153a205f03ae97b8e904d596a","732347dfb45bfa5840127a383fd442c6","K03","H",3,"4","Zielińska M. 2004. Larus melanocephalus Mewa czarnogłowa. Ss. 151-155 w: Gromadzki M. (red.) Ptaki (część II). Poradniki ochrony siedlisk i gatunków Natura 2000 – podręcznik metodyczny. Ministerstwo Środowiska, Warszawa"
"0b306ebeb32b85c21a15d06e5dad1120","732347dfb45bfa5840127a383fd442c6","I01","H",3,"4","Zielińska M. 2004. Larus melanocephalus Mewa czarnogłowa. Ss. 151-155 w: Gromadzki M. (red.) Ptaki (część II). Poradniki ochrony siedlisk i gatunków Natura 2000 – podręcznik metodyczny. Ministerstwo Środowiska, Warszawa"
"34f2407fb2aa39c4504d7f8e6f33fb1f","732347dfb45bfa5840127a383fd442c6","G01","M",3,"4","Zielińska M. 2004. Larus melanocephalus Mewa czarnogłowa. Ss. 151-155 w: Gromadzki M. (red.) Ptaki (część II). Poradniki ochrony siedlisk i gatunków Natura 2000 – podręcznik metodyczny. Ministerstwo Środowiska, Warszawa"
"d8f666d923b701f815ac9adbdf8539ac","2961023614554a3f273273bea033ca14","J02","M",2,"4","Bukacińska M., Bukaciński D. 2004. Larus ridibundus Śmieszka. Ss. 160-165 w: Gromadzki M. (red.) Ptaki (część II). Poradniki ochrony siedlisk i gatunków Natura 2000 – podręcznik metodyczny. Ministerstwo Środowiska, Warszawa; Indykiewicz P. 2013. Śmieszka Chroicocephalus ridibundus, ss. 239-244 w: Zawadzka D., Ciach M., Figarski T., Kajtoch Ł., Rejt Ł. (red.) Materiały do wyznaczania i określania stanu zachowania siedlisk ptasich w obszarach specjalnej ochrony ptaków Natura 2000. GDOŚ, Warszawa."
"0c6d377c5be6f36f1166d8b1f25f6be6","2961023614554a3f273273bea033ca14","F01","M",1,"4","Bukacińska M., Bukaciński D. 2004. Larus ridibundus Śmieszka. Ss. 160-165 w: Gromadzki M. (red.) Ptaki (część II). Poradniki ochrony siedlisk i gatunków Natura 2000 – podręcznik metodyczny. Ministerstwo Środowiska, Warszawa; Indykiewicz P. 2013. Śmieszka Chroicocephalus ridibundus, ss. 239-244 w: Zawadzka D., Ciach M., Figarski T., Kajtoch Ł., Rejt Ł. (red.) Materiały do wyznaczania i określania stanu zachowania siedlisk ptasich w obszarach specjalnej ochrony ptaków Natura 2000. GDOŚ, Warszawa."
"20876a3a3648f39476e0f3e851dcf9df","2961023614554a3f273273bea033ca14","K03","H",2,"4","Bukacińska M., Bukaciński D. 2004. Larus ridibundus Śmieszka. Ss. 160-165 w: Gromadzki M. (red.) Ptaki (część II). Poradniki ochrony siedlisk i gatunków Natura 2000 – podręcznik metodyczny. Ministerstwo Środowiska, Warszawa; Indykiewicz P. 2013. Śmieszka Chroicocephalus ridibundus, ss. 239-244 w: Zawadzka D., Ciach M., Figarski T., Kajtoch Ł., Rejt Ł. (red.) Materiały do wyznaczania i określania stanu zachowania siedlisk ptasich w obszarach specjalnej ochrony ptaków Natura 2000. GDOŚ, Warszawa."
"19d9b5ea62ec9faeaacc59ed5fe387b5","2961023614554a3f273273bea033ca14","I01","H",2,"4","Bukacińska M., Bukaciński D. 2004. Larus ridibundus Śmieszka. Ss. 160-165 w: Gromadzki M. (red.) Ptaki (część II). Poradniki ochrony siedlisk i gatunków Natura 2000 – podręcznik metodyczny. Ministerstwo Środowiska, Warszawa; Indykiewicz P. 2013. Śmieszka Chroicocephalus ridibundus, ss. 239-244 w: Zawadzka D., Ciach M., Figarski T., Kajtoch Ł., Rejt Ł. (red.) Materiały do wyznaczania i określania stanu zachowania siedlisk ptasich w obszarach specjalnej ochrony ptaków Natura 2000. GDOŚ, Warszawa."
"3b5f0599daf4a0aff1fffdb2719a87a9","2961023614554a3f273273bea033ca14","A05","M",2,"4","Bukacińska M., Bukaciński D. 2004. Larus ridibundus Śmieszka. Ss. 160-165 w: Gromadzki M. (red.) Ptaki (część II). Poradniki ochrony siedlisk i gatunków Natura 2000 – podręcznik metodyczny. Ministerstwo Środowiska, Warszawa; Indykiewicz P. 2013. Śmieszka Chroicocephalus ridibundus, ss. 239-244 w: Zawadzka D., Ciach M., Figarski T., Kajtoch Ł., Rejt Ł. (red.) Materiały do wyznaczania i określania stanu zachowania siedlisk ptasich w obszarach specjalnej ochrony ptaków Natura 2000. GDOŚ, Warszawa."
"49292ea58baad933cfe0bc51971055cd","2961023614554a3f273273bea033ca14","G01","H",2,"4","Bukacińska M., Bukaciński D. 2004. Larus ridibundus Śmieszka. Ss. 160-165 w: Gromadzki M. (red.) Ptaki (część II). Poradniki ochrony siedlisk i gatunków Natura 2000 – podręcznik metodyczny. Ministerstwo Środowiska, Warszawa; Indykiewicz P. 2013. Śmieszka Chroicocephalus ridibundus, ss. 239-244 w: Zawadzka D., Ciach M., Figarski T., Kajtoch Ł., Rejt Ł. (red.) Materiały do wyznaczania i określania stanu zachowania siedlisk ptasich w obszarach specjalnej ochrony ptaków Natura 2000. GDOŚ, Warszawa."
"d6276cd5e8f43e811d6889d7633cc5e4","c66dea608f8b3e2bae7a9e9af04cc18b","J02","M",3,"4","Bukacińska M., Bukaciński D. 2004. Larus canus Mewa pospolita. Ss. 166-170 w: Gromadzki M. (red.) Ptaki (część II). Poradniki ochrony siedlisk i gatunków Natura 2000 – podręcznik metodyczny. Ministerstwo Środowiska, Warszawa"
"b476619dfe048f74e4e7c49c6cf5af0d","c66dea608f8b3e2bae7a9e9af04cc18b","K03","M",3,"4","Bukacińska M., Bukaciński D. 2004. Larus canus Mewa pospolita. Ss. 166-170 w: Gromadzki M. (red.) Ptaki (część II). Poradniki ochrony siedlisk i gatunków Natura 2000 – podręcznik metodyczny. Ministerstwo Środowiska, Warszawa"
"bbe3043e2e8096e1a22da69d973b3dc6","473342544817042aa92bf70e6a2dc4de","G05","H",2,"4","Ciach M., Kajtoch Ł. 2013. Drozd obrożny Turdus torquatus. W: Zawadzka D., Ciach M., Figarski T., Kajtoch Ł., Rejt Ł. Materiały do wyznaczania i określania stanu zachowania siedlisk ptasich w obszarach specjalnej ochrony ptaków Natura 2000. GDOŚ, Warszawa, ss. 58–63."
"44f310efced69fa621f33efb3ef168ef","359917378f78144b1c502e6acf964d4c","B02","M",1,"4","Tiainen J., Väisänen R.A.1997. Turdus iliacus Redwing. In: E.J.M. Hagemeijer, M.J. Blair (eds.) The EBCC Atlas of European Breeding Birds: The Distribution and Abundance. T & AD Poyser, London: 550–551."
"ec46d6fd1dc0d411884e09293f2e1fa9","359917378f78144b1c502e6acf964d4c","J02","M",1,"4","Tiainen J., Väisänen R.A.1997. Turdus iliacus Redwing. In: E.J.M. Hagemeijer, M.J. Blair (eds.) The EBCC Atlas of European Breeding Birds: The Distribution and Abundance. T & AD Poyser, London: 550–551."
"382fd9dc6ab1c269b8c9ccaebea27708","359917378f78144b1c502e6acf964d4c","M01","M",1,"4","Tiainen J., Väisänen R.A.1997. Turdus iliacus Redwing. In: E.J.M. Hagemeijer, M.J. Blair (eds.) The EBCC Atlas of European Breeding Birds: The Distribution and Abundance. T & AD Poyser, London: 550–551."
"0661dbe9e50de0c98cd52c8594bfb7a9","07a0fd1c96a87b910d221f56a2d39edb","A03","H",2,"4","Mokwa K., Mokwa T. 2004. Luscinia luscinioides (Savi., 1824) – brzęczka. W: Gromadzki M. (red.) Ptaki (część II). Poradniki ochrony siedlisk i gatunków Natura 2000 – podręcznik metodyczny. Ministerstwo Środowiska, Warszawa. T. 8, s. 322–324."
"5e4eb97c899907ab0e86a8f0676d11e3","07a0fd1c96a87b910d221f56a2d39edb","J02","H",2,"4","Mokwa K., Mokwa T. 2004. Luscinia luscinioides (Savi., 1824) – brzęczka. W: Gromadzki M. (red.) Ptaki (część II). Poradniki ochrony siedlisk i gatunków Natura 2000 – podręcznik metodyczny. Ministerstwo Środowiska, Warszawa. T. 8, s. 322–324."
"153fe1cf651fdb07e164ba6962ceeaf8","07a0fd1c96a87b910d221f56a2d39edb","K01","H",2,"4","Flade M. 1997. Locustella luscinioides Savi's Warbler. In: E.J.M. Hagemeijer, M.J. Blair (eds.) The EBCC Atlas of European Breeding Birds: Their Distribution and Abundance. T & AD Poyser, London: 562–563."
